Time	Press	Temp	RH	Alt	Dewp	Dir
259	7.9	53.6	-6.1	-75.09200	37.90034	6841.8
259	8.5	54.3	-5.7	-75.09138	37.90042	6847.5
259	9.1	54.9	-5.2	-75.09076	37.90050	6853.0
259	9.4	55.3	-5.2	-75.09013	37.90058	6858.0
259	9.9	55.3	-5.2	-75.08950	37.90067	6863.0
258	10.0	55.5	-5.5	-75.08886	37.90076	6868.7
258	10.4	55.5	-5.9	-75.08823	37.90085	6874.4
258	11.0	55.5	-6.3	-75.08760	37.90095	6880.5
258	12.1	55.3	-6.2	-75.08697	37.90105	6886.4
258	13.3	54.9	-5.7	-75.08634	37.90117	6892.3
258	15.1	53.4	-5.9	-75.08573	37.90130	6898.0
258	15.7	51.4	-6.9	-75.08514	37.90144	6904.5
258	15.0	49.7	-7.2	-75.08456	37.90159	6911.0
258	13.8	48.4	-6.6	-75.08401	37.90172	6917.5
258	12.5	47.9	-6.2	-75.08347	37.90184	6924.0
258	10.9	47.4	-5.6	-75.08293	37.90194	6929.9
258	9.6	47.7	-5.2	-75.08240	37.90202	6936.0
258	8.7	48.4	-5.0	-75.08186	37.90210	6941.0
259	8.2	49.3	-5.0	-75.08130	37.90217	6945.6
259	8.2	50.4	-5.4	-75.08073	37.90225	6950.7
259	8.3	51.8	-5.3	-75.08015	37.90232	6956.0
259	8.7	52.9	-5.1	-75.07955	37.90239	6961.6
259	9.0	54.2	-5.7	-75.07894	37.90247	6966.7
259	9.4	54.7	-6.4	-75.07831	37.90255	6972.8
259	9.7	54.4	-6.5	-75.07769	37.90264	6979.3
259	9.4	54.0	-6.3	-75.07707	37.90273	6985.5
259	8.8	53.8	-5.9	-75.07646	37.90281	6991.0
259	8.5	53.6	-5.5	-75.07585	37.90288	6996.9
259	8.3	53.8	-5.5	-75.07524	37.90296	7001.9
259	8.8	54.4	-5.6	-75.07463	37.90303	7007.4
259	9.8	55.0	-5.3	-75.07401	37.90312	7012.5
259	10.7	55.5	-4.9	-75.07337	37.90321	7017.7
259	11.9	55.5	-5.3	-75.07274	37.90332	7022.7
259	12.7	55.4	-6.9	-75.07212	37.90343	7029.7
259	13.1	55.0	-8.0	-75.07149	37.90355	7037.9
260	12.8	54.1	-8.4	-75.07087	37.90367	7046.3
260	12.6	52.9	-7.2	-75.07027	37.90379	7054.3
260	12.2	51.1	-5.9	-75.06967	37.90390	7060.1
260	11.4	48.7	-6.3	-75.06911	37.90401	7066.3
261	9.9	47.2	-7.0	-75.06857	37.90410	7073.5
261	7.7	47.6	-6.4	-75.06804	37.90418	7080.4
261	5.6	49.3	-5.5	-75.06749	37.90423	7085.8
262	4.3	50.8	-5.4	-75.06693	37.90427	7091.5
262	4.2	51.8	-5.3	-75.06634	37.90431	7096.9
263	5.0	52.9	-5.6	-75.06574	37.90434	7102.1
263	6.1	54.2	-6.1	-75.06513	37.90439	7108.2
263	6.0	55.5	-6.1	-75.06451	37.90445	7114.4
264	5.4	55.5	-5.7	-75.06387	37.90450	7120.0
264	4.9	55.0	-5.3	-75.06324	37.90454	7125.6
264	4.8	54.5	-5.1	-75.06262	37.90459	7130.5
264	4.8	54.2	-5.4	-75.06201	37.90463	7136.0
264	5.3	54.2	-5.6	-75.06139	37.90467	7141.2
264	5.7	54.5	-5.2	-75.06078	37.90472	7146.2
264	5.9	54.9	-4.6	-75.06015	37.90478	7151.1
264	5.8	55.3	-4.7	-75.05953	37.90483	7155.6
264	5.6	55.3	-5.0	-75.05890	37.90488	7160.8
264	4.8	54.6	-5.1	-75.05828	37.90493	7165.6
264	4.2	53.8	-5.1	-75.05766	37.90497	7170.8
264	3.6	53.0	-5.4	-75.05705	37.90500	7175.8
264	3.4	51.6	-7.2	-75.05647	37.90503	7183.3
264	4.3	50.7	-7.8	-75.05589	37.90507	7190.7
264	6.5	50.2	-7.2	-75.05532	37.90512	7197.9
264	9.5	50.6	-8.1	-75.05475	37.90519	7205.9
264	11.0	51.4	-8.1	-75.05417	37.90529	7213.7
264	10.3	52.6	-7.3	-75.05358	37.90539	7221.6
264	8.0	53.8	-7.0	-75.05296	37.90547	7229.2
264	4.7	53.8	-6.5	-75.05235	37.90553	7236.1
264	2.0	53.5	-6.4	-75.05174	37.90555	7242.4
264	1.1	52.0	-5.8	-75.05115	37.90556	7248.4
264	1.6	49.8	-4.7	-75.05057	37.90557	7253.3
264	3.6	47.8	-4.4	-75.05003	37.90559	7258.0
264	6.3	46.4	-4.3	-75.04949	37.90564	7262.0
264	8.3	46.6	-5.0	-75.04897	37.90571	7266.5
264	9.1	48.1	-6.0	-75.04844	37.90579	7272.2
264	7.4	50.0	-6.2	-75.04788	37.90587	7278.0
264	4.8	51.9	-6.7	-75.04730	37.90592	7284.8
264	3.3	54.1	-7.1	-75.04669	37.90597	7291.7
263	3.3	55.9	-6.3	-75.04606	37.90600	7298.0
263	4.7	57.3	-5.3	-75.04541	37.90603	7303.2
263	5.9	57.5	-5.4	-75.04476	37.90608	7308.4
263	6.0	57.1	-5.6	-75.04411	37.90612	7314.1
263	6.1	57.3	-6.2	-75.04345	37.90618	7320.4
262	6.6	57.1	-6.2	-75.04280	37.90624	7326.4
262	7.4	56.7	-5.9	-75.04215	37.90630	7332.4
262	8.6	56.3	-5.6	-75.04151	37.90637	7338.2
262	9.1	56.2	-5.5	-75.04087	37.90645	7343.5
262	9.6	55.5	-5.3	-75.04024	37.90654	7348.7
262	9.7	54.4	-5.8	-75.03961	37.90663	7353.6
262	9.6	52.9	-5.6	-75.03900	37.90672	7359.4
262	9.3	51.2	-5.0	-75.03841	37.90681	7364.8
262	8.7	49.5	-5.0	-75.03785	37.90689	7369.5
262	7.9	48.4	-5.1	-75.03730	37.90696	7374.7
263	7.3	48.2	-5.4	-75.03675	37.90703	7379.7
263	7.2	48.9	-5.3	-75.03621	37.90709	7385.3
263	7.1	49.0	-5.4	-75.03565	37.90716	7390.6
263	7.2	48.8	-5.8	-75.03510	37.90723	7396.2
264	6.6	49.1	-6.4	-75.03455	37.90729	7402.4
264	5.5	49.5	-6.5	-75.03399	37.90734	7408.8
264	4.0	50.1	-5.8	-75.03343	37.90738	7414.5
265	2.1	51.2	-6.2	-75.03285	37.90740	7420.8
265	0.9	52.9	-6.9	-75.03226	37.90741	7427.5
265	1.2	54.4	-6.8	-75.03164	37.90742	7434.4
265	1.8	55.2	-5.6	-75.03101	37.90743	7440.6
265	1.8	56.3	-5.7	-75.03037	37.90744	7446.3
266	2.1	57.1	-6.5	-75.02973	37.90746	7451.9
266	2.9	57.4	-6.5	-75.02907	37.90748	7459.1
266	4.3	56.8	-5.4	-75.02842	37.90752	7464.9
265	6.1	56.2	-4.8	-75.02778	37.90757	7469.8
265	7.6	55.4	-5.0	-75.02714	37.90763	7474.9
265	8.7	54.3	-5.6	-75.02652	37.90771	7480.6
265	8.1	54.3	-6.0	-75.02590	37.90779	7486.3
265	6.6	55.6	-6.1	-75.02529	37.90786	7493.1
264	5.0	57.5	-6.4	-75.02464	37.90791	7499.4
264	3.5	58.6	-7.0	-75.02398	37.90795	7506.5
264	2.8	58.6	-6.5	-75.02331	37.90797	7513.0
264	3.1	58.3	-5.5	-75.02265	37.90799	7518.2
263	4.5	58.6	-5.3	-75.02198	37.90803	7523.6
263	6.5	58.8	-5.0	-75.02131	37.90808	7528.6
263	7.7	59.0	-5.5	-75.02065	37.90815	7533.8
263	8.6	58.8	-5.4	-75.01998	37.90822	7538.8
263	8.9	58.1	-5.0	-75.01931	37.90830	7543.9
263	9.1	57.0	-4.7	-75.01866	37.90839	7548.7
263	9.3	55.8	-5.9	-75.01802	37.90847	7554.2
263	9.0	54.8	-7.4	-75.01740	37.90856	7561.3
263	8.6	54.4	-7.8	-75.01678	37.90864	7569.1
263	8.2	53.8	-6.3	-75.01617	37.90871	7575.5
263	7.7	53.2	-6.4	-75.01556	37.90878	7582.0
263	6.4	52.3	-7.7	-75.01497	37.90885	7589.4
264	5.6	52.3	-8.2	-75.01438	37.90890	7597.6
264	6.3	53.7	-8.2	-75.01378	37.90895	7605.7
264	7.4	55.8	-7.5	-75.01316	37.90901	7612.8
264	7.3	57.8	-6.4	-75.01251	37.90907	7619.5
264	5.7	59.4	-5.1	-75.01185	37.90914	7625.2
264	3.6	59.5	-5.6	-75.01116	37.90918	7630.7
264	2.4	58.5	-6.0	-75.01049	37.90920	7636.3
264	2.0	56.1	-5.2	-75.00984	37.90921	7641.2
264	2.3	53.9	-4.6	-75.00921	37.90923	7646.1
264	3.0	52.2	-4.5	-75.00861	37.90925	7651.5
264	3.6	51.9	-5.4	-75.00803	37.90928	7656.9
264	4.2	53.2	-6.2	-75.00743	37.90931	7663.4
264	4.7	55.6	-6.0	-75.00682	37.90935	7669.9
264	5.4	58.2	-5.5	-75.00616	37.90940	7675.2
264	6.6	60.9	-6.3	-75.00547	37.90945	7681.9
264	8.5	62.0	-7.7	-75.00477	37.90953	7689.3
264	9.9	59.4	-7.9	-75.00408	37.90961	7697.7
264	9.8	57.0	-7.9	-75.00342	37.90970	7705.6
264	10.5	55.9	-7.7	-75.00278	37.90980	7713.5
264	10.8	56.3	-6.3	-75.00215	37.90990	7720.2
264	10.0	57.9	-5.7	-75.00150	37.90999	7725.4
264	8.0	59.1	-5.7	-75.00084	37.91007	7731.0
264	5.6	59.3	-5.5	-75.00017	37.91014	7736.5
264	4.0	58.4	-4.8	-74.99950	37.91017	7741.8
264	3.2	57.4	-4.0	-74.99884	37.91020	7745.7
264	2.6	57.0	-5.1	-74.99820	37.91023	7750.2
264	2.8	57.1	-6.1	-74.99756	37.91025	7756.2
264	2.8	57.6	-6.3	-74.99690	37.91027	7762.5
264	3.6	58.2	-5.7	-74.99624	37.91030	7768.8
264	4.8	58.9	-4.9	-74.99557	37.91033	7774.4
264	6.7	59.6	-5.1	-74.99489	37.91038	7779.4
264	8.9	60.4	-5.5	-74.99421	37.91045	7784.6
264	10.1	60.7	-5.3	-74.99352	37.91054	7790.2
263	9.3	59.6	-5.2	-74.99284	37.91063	7795.9
263	6.0	58.4	-5.7	-74.99217	37.91071	7801.4
263	3.3	58.0	-6.5	-74.99151	37.91075	7807.2
263	2.8	57.2	-6.7	-74.99086	37.91077	7813.5
262	4.2	57.1	-6.4	-74.99021	37.91081	7819.9
262	6.6	56.9	-5.9	-74.98956	37.91086	7825.7
262	9.0	56.2	-5.4	-74.98892	37.91093	7831.4
262	11.4	55.5	-4.6	-74.98829	37.91103	7836.5
261	12.6	54.8	-4.4	-74.98767	37.91114	7840.8
261	12.5	54.2	-4.8	-74.98705	37.91125	7845.3
261	11.0	54.5	-5.4	-74.98644	37.91136	7850.7
261	10.2	56.2	-5.7	-74.98581	37.91145	7856.9
261	10.3	57.7	-5.3	-74.98516	37.91154	7862.0
261	10.6	59.1	-5.0	-74.98449	37.91164	7866.8
262	10.1	60.2	-5.8	-74.98382	37.91174	7872.9
262	8.7	61.0	-6.0	-74.98312	37.91182	7878.6
262	7.4	61.0	-5.4	-74.98242	37.91189	7884.9
262	6.9	61.2	-4.7	-74.98172	37.91195	7890.0
263	7.0	61.3	-5.6	-74.98103	37.91201	7895.3
263	7.6	60.7	-7.3	-74.98033	37.91208	7902.6
263	7.5	59.7	-8.3	-74.97964	37.91214	7910.7
264	7.2	57.5	-8.1	-74.97897	37.91221	7918.6
264	6.3	55.7	-7.1	-74.97834	37.91227	7926.6
264	4.8	55.6	-6.4	-74.97770	37.91232	7933.1
264	3.1	56.5	-5.5	-74.97707	37.91235	7938.5
264	2.3	58.0	-4.5	-74.97642	37.91238	7942.8
264	2.2	59.6	-3.9	-74.97575	37.91240	7946.4
264	3.6	60.3	-4.7	-74.97506	37.91242	7950.7
264	5.8	60.7	-6.1	-74.97438	37.91247	7956.5
264	7.3	60.3	-6.3	-74.97370	37.91252	7962.8
264	7.3	59.3	-5.8	-74.97302	37.91259	7968.5
264	5.5	57.4	-6.6	-74.97237	37.91264	7975.1
264	3.9	55.3	-6.6	-74.97174	37.91267	7983.0
264	4.4	53.8	-5.3	-74.97112	37.91271	7989.2
264	6.2	52.3	-5.2	-74.97052	37.91276	7994.4
264	8.3	52.2	-4.7	-74.96993	37.91282	7999.4
264	9.2	52.9	-3.4	-74.96933	37.91291	8002.9
264	9.0	52.9	-4.1	-74.96873	37.91300	8006.3
264	7.9	53.2	-5.4	-74.96813	37.91308	8011.6
264	6.7	53.7	-5.4	-74.96752	37.91314	8016.7
264	5.8	56.2	-5.6	-74.96689	37.91319	8022.4
264	5.3	59.0	-5.5	-74.96623	37.91324	8027.4
264	5.5	60.8	-4.6	-74.96555	37.91329	8032.1
264	6.7	60.8	-6.0	-74.96485	37.91334	8037.6
264	7.8	58.5	-6.9	-74.96418	37.91341	8044.9
264	7.3	56.1	-6.0	-74.96352	37.91348	8051.0
264	5.8	54.6	-5.4	-74.96290	37.91355	8056.8
264	4.3	54.7	-4.9	-74.96228	37.91359	8061.5
264	3.4	56.2	-4.5	-74.96164	37.91363	8066.0
264	2.7	58.7	-5.1	-74.96099	37.91366	8070.7
264	3.1	60.2	-4.5	-74.96031	37.91369	8075.7
264	4.2	59.6	-5.3	-74.95963	37.91371	8080.3
264	5.0	57.1	-6.9	-74.95898	37.91375	8086.9
264	6.2	55.2	-6.9	-74.95834	37.91380	8093.7
264	8.0	54.7	-6.1	-74.95773	37.91386	8100.1
264	9.8	56.0	-5.9	-74.95710	37.91395	8106.4
263	11.2	58.1	-5.9	-74.95645	37.91405	8112.3
263	10.8	60.4	-5.4	-74.95577	37.91415	8117.6
263	9.1	62.1	-5.6	-74.95507	37.91424	8123.1
263	7.0	62.5	-6.8	-74.95436	37.91431	8129.7
263	5.5	61.6	-6.8	-74.95365	37.91436	8136.7
263	4.3	59.9	-5.6	-74.95296	37.91440	8142.6
263	3.5	57.2	-5.3	-74.95230	37.91443	8148.3
263	3.5	54.4	-5.3	-74.95167	37.91446	8153.8
263	4.8	53.0	-5.0	-74.95107	37.91450	8159.0
263	6.8	52.9	-5.2	-74.95047	37.91455	8164.1
264	8.4	53.7	-5.9	-74.94987	37.91463	8169.8
264	9.8	55.5	-5.7	-74.94925	37.91471	8175.6
264	10.7	57.8	-5.6	-74.94861	37.91481	8181.2
264	10.5	60.4	-6.3	-74.94793	37.91490	8187.1
265	9.3	62.0	-7.1	-74.94723	37.91499	8193.9
265	7.4	62.2	-7.0	-74.94652	37.91507	8200.8
265	5.4	61.4	-6.3	-74.94582	37.91513	8207.5
265	3.6	60.3	-5.4	-74.94512	37.91517	8212.7
266	1.8	58.8	-4.9	-74.94445	37.91519	8217.5
266	1.5	57.7	-4.2	-74.94379	37.91519	8222.5
266	1.4	57.2	-4.0	-74.94314	37.91520	8226.8
266	1.4	57.6	-4.1	-74.94249	37.91521	8230.3
266	1.6	58.4	-4.9	-74.94183	37.91522	8235.6
266	2.4	59.4	-5.4	-74.94116	37.91524	8240.9
265	3.4	60.1	-4.8	-74.94048	37.91527	8245.9
265	3.6	60.6	-4.8	-74.93979	37.91530	8250.5
265	3.6	60.0	-6.0	-74.93910	37.91533	8256.5
265	3.8	58.4	-7.6	-74.93843	37.91536	8263.6
264	4.2	56.8	-8.2	-74.93778	37.91540	8271.5
264	5.3	55.2	-8.0	-74.93715	37.91545	8279.8
263	6.6	54.4	-6.4	-74.93653	37.91550	8286.8
263	8.2	54.2	-5.2	-74.93592	37.91558	8292.5
263	9.6	54.9	-4.7	-74.93531	37.91566	8297.2
262	10.7	56.0	-5.0	-74.93468	37.91576	8302.2
262	11.3	57.0	-4.9	-74.93404	37.91586	8307.1
261	11.5	57.6	-4.7	-74.93338	37.91596	8311.6
261	11.6	57.6	-4.9	-74.93272	37.91607	8316.6
261	10.9	56.9	-5.1	-74.93208	37.91617	8321.9
261	9.7	56.0	-4.9	-74.93144	37.91627	8327.2
260	8.5	55.0	-5.1	-74.93081	37.91635	8332.3
260	7.5	54.2	-4.5	-74.93019	37.91642	8337.2
260	7.5	53.7	-5.3	-74.92958	37.91649	8342.5
260	7.9	54.1	-5.9	-74.92897	37.91655	8348.0
260	8.8	55.1	-6.0	-74.92835	37.91663	8354.2
260	10.3	56.7	-5.7	-74.92771	37.91672	8360.1
260	11.2	58.8	-4.7	-74.92705	37.91681	8364.9
261	11.4	61.0	-4.4	-74.92637	37.91692	8369.2
261	10.9	62.6	-4.5	-74.92566	37.91702	8373.9
261	9.6	63.2	-4.4	-74.92494	37.91711	8378.4
261	8.9	61.7	-5.4	-74.92423	37.91719	8383.9
261	8.4	59.0	-5.5	-74.92354	37.91727	8389.3
261	8.5	56.1	-5.0	-74.92289	37.91735	8394.3
262	8.9	53.6	-4.2	-74.92227	37.91743	8398.4
262	8.9	52.9	-3.7	-74.92167	37.91751	8401.9
262	9.2	53.6	-3.9	-74.92106	37.91758	8405.7
262	9.5	56.1	-4.8	-74.92045	37.91766	8409.7
262	9.0	58.7	-5.2	-74.91980	37.91775	8415.3
262	8.7	60.6	-5.0	-74.91911	37.91783	8420.2
262	7.4	61.8	-4.4	-74.91841	37.91790	8424.7
262	5.6	62.2	-3.9	-74.91770	37.91795	8428.2
262	4.0	61.7	-4.5	-74.91700	37.91799	8432.4
262	3.5	61.0	-4.5	-74.91630	37.91802	8437.2
263	4.6	60.6	-4.9	-74.91560	37.91806	8442.8
263	6.8	60.4	-5.7	-74.91492	37.91810	8448.5
263	8.8	59.6	-5.4	-74.91424	37.91817	8454.5
263	10.8	58.6	-4.5	-74.91357	37.91826	8459.5
263	11.4	58.3	-3.3	-74.91291	37.91836	8462.5
262	11.1	59.4	-4.1	-74.91225	37.91846	8466.2
262	9.4	61.2	-4.4	-74.91156	37.91856	8470.9
262	7.7	62.2	-4.8	-74.91085	37.91864	8475.5
262	6.3	61.4	-5.3	-74.91015	37.91869	8480.8
262	5.6	59.1	-5.3	-74.90947	37.91874	8486.6
262	6.5	57.5	-6.1	-74.90880	37.91880	8492.7
262	8.4	57.0	-6.9	-74.90816	37.91887	8499.8
262	10.2	58.1	-7.1	-74.90750	37.91895	8506.8
262	11.4	60.7	-6.4	-74.90683	37.91905	8513.8
262	11.7	62.9	-5.4	-74.90612	37.91915	8519.2
262	10.0	65.4	-5.7	-74.90538	37.91925	8524.8
262	7.2	65.7	-6.3	-74.90464	37.91933	8531.4
262	5.2	64.5	-6.2	-74.90391	37.91939	8537.0
262	4.0	63.0	-5.4	-74.90320	37.91943	8542.5
262	3.9	62.4	-5.0	-74.90249	37.91947	8547.6
263	6.1	62.9	-5.1	-74.90177	37.91952	8552.3
263	8.3	63.5	-5.5	-74.90105	37.91958	8557.8
263	10.1	63.2	-5.3	-74.90032	37.91966	8563.5
263	10.6	62.6	-4.5	-74.89960	37.91975	8567.5
263	10.5	62.4	-4.1	-74.89889	37.91985	8571.4
263	9.3	62.9	-5.6	-74.89818	37.91994	8576.7
263	7.8	62.6	-5.2	-74.89747	37.92002	8582.0
263	6.4	61.2	-5.2	-74.89677	37.92008	8587.4
263	6.2	59.4	-4.7	-74.89610	37.92013	8592.1
263	7.5	57.8	-4.9	-74.89544	37.92020	8597.0
263	9.6	57.0	-6.1	-74.89479	37.92028	8602.5
263	11.2	57.5	-6.6	-74.89414	37.92038	8609.1
263	10.6	58.8	-7.1	-74.89348	37.92047	8616.1
263	8.4	60.5	-6.0	-74.89279	37.92056	8622.0
263	5.4	61.8	-5.3	-74.89210	37.92062	8627.6
263	2.8	63.3	-5.0	-74.89138	37.92066	8633.0
263	1.8	63.4	-4.4	-74.89066	37.92067	8637.6
263	2.4	62.5	-4.7	-74.88995	37.92068	8642.8
263	3.5	59.9	-5.2	-74.88926	37.92071	8647.7
263	5.3	57.2	-5.9	-74.88860	37.92075	8654.0
263	6.9	55.1	-6.7	-74.88796	37.92080	8661.2
263	8.4	54.8	-7.3	-74.88734	37.92087	8668.3
263	10.7	55.8	-8.3	-74.88672	37.92096	8676.0
264	11.7	58.6	-8.5	-74.88607	37.92107	8684.1
264	11.9	61.9	-7.5	-74.88539	37.92117	8691.8
264	10.5	64.6	-5.8	-74.88466	37.92128	8698.2
264	8.9	66.8	-5.4	-74.88390	37.92136	8703.9
264	6.9	66.8	-5.6	-74.88313	37.92143	8709.1
264	4.7	66.3	-6.3	-74.88238	37.92148	8714.4
264	3.5	65.0	-6.6	-74.88163	37.92151	8720.8
264	3.3	62.1	-6.0	-74.88091	37.92154	8727.2
264	4.0	59.4	-5.1	-74.88023	37.92157	8733.1
264	5.1	57.2	-5.0	-74.87956	37.92161	8738.4
264	6.2	56.0	-4.7	-74.87893	37.92166	8743.2
264	7.4	55.7	-4.4	-74.87830	37.92173	8747.6
264	7.5	56.5	-4.3	-74.87767	37.92180	8752.1
264	6.5	57.8	-5.0	-74.87702	37.92186	8756.7
264	5.4	60.1	-5.9	-74.87634	37.92191	8761.5
263	4.4	61.6	-6.4	-74.87565	37.92195	8768.4
263	4.3	62.1	-6.8	-74.87494	37.92198	8775.2
263	4.7	61.2	-6.6	-74.87424	37.92203	8782.0
263	4.7	59.2	-5.6	-74.87355	37.92207	8788.1
262	5.0	57.1	-6.2	-74.87289	37.92212	8794.1
262	6.4	56.2	-6.9	-74.87226	37.92217	8801.0
262	8.6	56.1	-6.6	-74.87163	37.92224	8807.4
262	10.9	56.6	-5.5	-74.87099	37.92233	8812.7
261	12.7	57.4	-4.4	-74.87034	37.92243	8817.4
261	13.5	57.8	-4.7	-74.86969	37.92256	8821.8
261	13.4	57.8	-5.2	-74.86903	37.92268	8827.2
261	12.7	57.5	-4.6	-74.86837	37.92280	8832.1
261	12.4	57.2	-4.1	-74.86773	37.92292	8836.4
262	11.9	57.2	-5.3	-74.86708	37.92302	8841.5
262	11.0	57.6	-6.8	-74.86643	37.92312	8847.5
262	9.6	58.4	-7.5	-74.86577	37.92322	8855.2
262	7.8	58.7	-6.5	-74.86510	37.92330	8861.3
262	5.7	58.8	-5.0	-74.86444	37.92336	8866.6
263	3.3	59.2	-4.7	-74.86377	37.92339	8871.0
263	2.0	60.7	-5.7	-74.86308	37.92341	8876.1
263	2.7	61.7	-6.5	-74.86238	37.92343	8882.6
263	4.8	62.2	-5.5	-74.86168	37.92346	8888.5
263	6.0	63.0	-4.3	-74.86096	37.92351	8892.8
263	6.0	64.4	-4.5	-74.86023	37.92356	8897.5
263	5.7	64.2	-5.2	-74.85950	37.92362	8902.1
263	6.0	63.5	-4.6	-74.85877	37.92367	8907.0
263	7.6	63.4	-4.6	-74.85804	37.92373	8911.5
263	10.0	63.2	-5.0	-74.85732	37.92381	8916.3
263	11.9	63.2	-4.9	-74.85660	37.92390	8921.6
263	12.5	62.8	-4.6	-74.85589	37.92402	8926.3
263	11.3	62.6	-4.9	-74.85518	37.92413	8931.3
263	8.5	62.5	-6.3	-74.85447	37.92422	8937.2
262	5.5	62.0	-7.0	-74.85377	37.92428	8944.1
262	3.6	61.8	-8.3	-74.85307	37.92432	8952.4
262	3.9	61.4	-8.5	-74.85238	37.92435	8961.4
262	6.3	61.0	-7.3	-74.85168	37.92439	8969.3
262	9.9	59.6	-6.8	-74.85099	37.92447	8976.4
262	13.7	58.3	-6.3	-74.85033	37.92458	8983.1
262	15.0	57.0	-7.2	-74.84967	37.92471	8989.7
262	12.8	57.9	-8.8	-74.84902	37.92484	8997.8
262	10.5	60.1	-9.3	-74.84835	37.92495	9006.9
262	8.4	60.9	-7.5	-74.84767	37.92503	9014.9
262	5.5	60.0	-6.6	-74.84699	37.92509	9021.7
262	3.5	58.9	-7.1	-74.84631	37.92512	9028.6
262	4.0	59.0	-8.0	-74.84564	37.92515	9036.5
262	6.6	59.5	-6.6	-74.84496	37.92520	9043.5
262	7.9	61.1	-5.7	-74.84427	37.92526	9049.2
262	8.8	63.3	-5.3	-74.84357	37.92534	9054.4
262	9.2	65.6	-5.2	-74.84283	37.92542	9059.5
262	9.9	65.9	-3.5	-74.84209	37.92551	9063.1
262	10.3	65.2	-4.4	-74.84134	37.92560	9067.3
262	10.8	63.7	-5.7	-74.84060	37.92570	9072.7
262	10.2	62.1	-4.6	-74.83989	37.92579	9077.0
262	9.6	59.9	-4.8	-74.83920	37.92588	9082.6
262	8.4	58.1	-4.6	-74.83852	37.92596	9087.2
262	7.2	57.2	-3.8	-74.83787	37.92603	9091.4
262	6.6	58.3	-5.1	-74.83721	37.92609	9096.4
262	7.0	60.5	-5.5	-74.83653	37.92615	9102.0
262	8.2	61.6	-4.0	-74.83583	37.92622	9106.0
262	9.9	61.8	-5.1	-74.83513	37.92631	9111.2
262	10.8	61.2	-4.8	-74.83443	37.92640	9116.0
262	8.7	60.8	-5.8	-74.83374	37.92650	9120.8
262	8.8	60.2	-5.4	-74.83306	37.92659	9125.6
262	7.1	60.4	-5.5	-74.83238	37.92667	9131.4
262	6.6	61.1	-4.7	-74.83170	37.92672	9136.9
262	7.6	61.8	-4.7	-74.83100	37.92679	9141.4
262	9.4	62.3	-4.6	-74.83030	37.92686	9145.8
262	11.0	62.7	-4.2	-74.82958	37.92695	9149.7
262	11.7	63.0	-4.2	-74.82887	37.92706	9153.9
263	10.6	63.2	-5.1	-74.82815	37.92717	9158.5
263	8.6	62.5	-4.9	-74.82744	37.92725	9163.8
263	6.7	61.1	-4.7	-74.82674	37.92732	9168.9
263	5.7	59.4	-4.5	-74.82605	37.92737	9173.6
263	5.6	58.1	-4.5	-74.82538	37.92742	9178.3
263	5.9	57.7	-3.6	-74.82473	37.92747	9183.0
263	6.0	58.0	-3.5	-74.82408	37.92752	9186.4
263	5.4	59.0	-4.7	-74.82341	37.92758	9190.9
263	5.4	60.1	-4.7	-74.82273	37.92763	9195.8
263	6.4	60.9	-4.3	-74.82204	37.92768	9199.7
263	8.4	61.0	-5.1	-74.82134	37.92775	9204.2
262	10.1	60.7	-4.4	-74.82065	37.92783	9209.2
262	10.9	60.3	-4.5	-74.81996	37.92792	9214.6
262	9.7	60.5	-6.0	-74.81927	37.92801	9220.1
262	8.2	60.4	-5.2	-74.81858	37.92810	9225.2
262	7.5	60.4	-4.8	-74.81790	37.92817	9230.5
262	7.8	60.3	-4.4	-74.81722	37.92824	9234.9
262	9.1	60.1	-5.0	-74.81655	37.92831	9239.8
262	10.8	59.7	-5.3	-74.81587	37.92840	9245.0
262	11.5	59.1	-4.6	-74.81520	37.92851	9249.6
262	10.4	58.3	-4.5	-74.81453	37.92861	9252.9
262	8.0	58.6	-5.1	-74.81386	37.92870	9257.4
262	5.6	59.2	-5.2	-74.81320	37.92876	9263.1
262	4.1	60.1	-3.9	-74.81252	37.92880	9267.0
262	3.7	60.4	-4.3	-74.81183	37.92883	9271.3
262	5.3	59.8	-5.4	-74.81114	37.92886	9276.3
262	7.8	58.7	-5.6	-74.81046	37.92892	9282.2
262	10.1	57.7	-4.8	-74.80980	37.92900	9287.3
262	11.1	57.4	-3.9	-74.80915	37.92910	9290.9
262	10.0	58.4	-5.1	-74.80849	37.92919	9295.8
262	7.6	59.6	-6.3	-74.80781	37.92927	9302.2
262	6.0	60.1	-4.5	-74.80714	37.92933	9307.2
262	5.6	59.4	-5.6	-74.80646	37.92937	9312.1
262	6.9	58.7	-5.7	-74.80580	37.92943	9318.3
262	8.3	58.7	-5.2	-74.80513	37.92950	9323.6
263	8.1	59.4	-5.0	-74.80447	37.92957	9328.8
263	8.0	59.4	-5.0	-74.80380	37.92965	9334.0
263	8.3	61.3	-5.7	-74.80309	37.92974	9340.5
263	7.2	60.4	-5.7	-74.80240	37.92982	9345.6
263	7.3	59.2	-5.2	-74.80171	37.92988	9350.5
263	9.0	58.5	-5.4	-74.80104	37.92996	9356.0
263	7.8	59.2	-5.1	-74.80037	37.93004	9361.5
263	7.7	59.2	-5.1	-74.79971	37.93012	9366.9
263	11.2	61.1	-5.7	-74.79900	37.93024	9372.4
