P	T	Dewp.	Hu	Wd	Ws	Alt	Lat.	Long.	Time
523.0	-17.3	-26.3	42	251	36.7	5142.0	37.877770	-75.243816	16.216666666666665
522.6	-17.3	-26.4	41	251	36.7	5148.0	37.877882	-75.243414	16.233333333333334
522.3	-17.4	-26.6	41	251	36.8	5153.0	37.877995	-75.243013	16.25
521.9	-17.4	-26.7	40	251	36.8	5158.0	37.878108	-75.242611	16.266666666666666
521.5	-17.4	-26.9	40	251	36.9	5163.0	37.878221	-75.24221	16.283333333333335
521.2	-17.4	-27.0	39	251	36.9	5169.0	37.878334	-75.241808	16.3
520.8	-17.5	-27.1	39	251	36.9	5174.0	37.878447	-75.241407	16.316666666666666
520.4	-17.5	-27.2	39	251	37.0	5179.0	37.878560	-75.241005	16.333333333333332
520.1	-17.5	-27.3	38	251	37.0	5185.0	37.878673	-75.240604	16.35
519.7	-17.5	-27.3	38	251	37.1	5190.0	37.878785	-75.240202	16.366666666666667
519.3	-17.5	-27.3	38	251	37.1	5195.0	37.878898	-75.239801	16.383333333333333
519.0	-17.6	-27.4	38	251	37.1	5201.0	37.879011	-75.239399	16.4
518.6	-17.6	-27.4	38	251	37.2	5206.0	37.879124	-75.238998	16.416666666666668
518.2	-17.6	-27.4	38	251	37.2	5211.0	37.879237	-75.238596	16.433333333333334
517.9	-17.6	-27.3	39	251	37.3	5216.0	37.879350	-75.238195	16.45
517.5	-17.6	-27.3	39	251	37.3	5222.0	37.879463	-75.237793	16.466666666666665
517.1	-17.7	-27.3	39	250	37.3	5227.0	37.879576	-75.237392	16.483333333333334
516.8	-17.7	-27.3	39	250	37.4	5232.0	37.879688	-75.23699	16.5
516.4	-17.7	-27.2	39	251	37.4	5238.0	37.879801	-75.236588	16.516666666666666
516.0	-17.7	-27.2	39	251	37.3	5243.0	37.879914	-75.236187	16.533333333333335
515.7	-17.8	-27.3	39	251	37.3	5248.0	37.880027	-75.235785	16.55
515.3	-17.8	-27.3	40	251	37.3	5254.0	37.880140	-75.235384	16.566666666666666
514.9	-17.8	-27.3	40	251	37.3	5259.0	37.880253	-75.234982	16.583333333333332
514.6	-17.8	-27.3	40	251	37.2	5264.0	37.880366	-75.234581	16.6
514.2	-17.9	-27.4	39	251	37.2	5269.0	37.880478	-75.234179	16.616666666666667
513.8	-17.9	-27.5	39	251	37.2	5275.0	37.880585	-75.233772	16.633333333333333
513.4	-17.9	-27.6	39	251	37.2	5281.0	37.880683	-75.233357	16.65
513.0	-17.9	-27.7	38	251	37.2	5287.0	37.880780	-75.232942	16.666666666666668
512.6	-18.0	-27.8	38	251	37.1	5293.0	37.880878	-75.232526	16.683333333333334
512.2	-18.0	-28.0	38	251	37.1	5299.0	37.880975	-75.232111	16.7
511.8	-18.1	-28.1	37	252	37.1	5305.0	37.881073	-75.231696	16.716666666666665
511.4	-18.1	-28.3	37	252	37.1	5311.0	37.881170	-75.23128	16.733333333333334
511.0	-18.1	-28.4	36	252	37.1	5317.0	37.881268	-75.230865	16.75
510.6	-18.1	-28.5	36	252	37.0	5322.0	37.881365	-75.230449	16.766666666666666
510.2	-18.2	-28.7	36	252	37.0	5328.0	37.881463	-75.230034	16.783333333333335
509.8	-18.2	-28.8	35	252	37.0	5334.0	37.881561	-75.229619	16.8
509.4	-18.2	-28.8	35	252	37.0	5340.0	37.881658	-75.229203	16.816666666666666
509.0	-18.3	-28.9	35	252	37.0	5346.0	37.881756	-75.228788	16.833333333333332
508.6	-18.3	-28.9	35	252	37.0	5352.0	37.881853	-75.228373	16.85
508.2	-18.3	-28.9	35	252	37.1	5358.0	37.881951	-75.227957	16.866666666666667
507.8	-18.4	-29.0	35	252	37.2	5364.0	37.882048	-75.227542	16.883333333333333
507.3	-18.4	-29.0	35	253	37.3	5370.0	37.882146	-75.227126	16.9
506.9	-18.4	-29.0	35	253	37.4	5376.0	37.882243	-75.226711	16.916666666666668
506.5	-18.5	-29.0	35	253	37.5	5382.0	37.882341	-75.226296	16.933333333333334
506.1	-18.5	-29.0	35	253	37.6	5388.0	37.882438	-75.22588	16.95
505.7	-18.6	-29.1	35	253	37.7	5394.0	37.882536	-75.225465	16.966666666666665
505.3	-18.6	-29.1	35	253	37.7	5400.0	37.882633	-75.22505	16.983333333333334
504.9	-18.6	-29.1	35	253	37.8	5406.0	37.882731	-75.224634	17.0
504.5	-18.7	-29.2	35	253	37.9	5412.0	37.882828	-75.224219	17.016666666666666
504.1	-18.7	-29.2	35	253	38.0	5417.0	37.882926	-75.223803	17.033333333333335
503.7	-18.7	-29.1	36	253	38.1	5423.0	37.883023	-75.223388	17.05
503.3	-18.8	-29.1	36	253	38.2	5429.0	37.883121	-75.222973	17.066666666666666
502.9	-18.8	-29.2	36	253	38.3	5435.0	37.883218	-75.222557	17.083333333333332
502.5	-18.8	-29.2	36	253	38.4	5441.0	37.883316	-75.222142	17.1
502.1	-18.9	-29.3	36	254	38.4	5447.0	37.883413	-75.221727	17.116666666666667
501.8	-18.9	-29.3	36	254	38.5	5453.0	37.883511	-75.221311	17.133333333333333
501.4	-19.0	-29.2	36	254	38.6	5459.0	37.883587	-75.220873	17.15
501.0	-19.0	-29.2	37	254	38.7	5465.0	37.883662	-75.220432	17.166666666666668
500.6	-19.0	-29.1	37	254	38.7	5470.0	37.883737	-75.219991	17.183333333333334
500.2	-19.1	-29.0	37	254	38.8	5476.0	37.883811	-75.21955	17.2
499.8	-19.1	-28.9	38	254	38.8	5482.0	37.883886	-75.219109	17.216666666666665
499.4	-19.1	-28.8	38	254	38.9	5487.0	37.883960	-75.218669	17.233333333333334
499.1	-19.2	-28.7	39	255	38.9	5493.0	37.884035	-75.218228	17.25
498.7	-19.2	-28.6	39	255	38.9	5499.0	37.884109	-75.217787	17.266666666666666
498.3	-19.2	-28.5	40	255	39.0	5504.0	37.884184	-75.217346	17.283333333333335
497.9	-19.3	-28.4	41	255	39.0	5510.0	37.884258	-75.216905	17.3
497.5	-19.3	-28.2	41	255	39.1	5516.0	37.884333	-75.216464	17.316666666666666
497.2	-19.3	-28.1	42	256	39.1	5521.0	37.884407	-75.216024	17.333333333333332
496.8	-19.4	-27.9	43	256	39.2	5527.0	37.884482	-75.215583	17.35
496.4	-19.4	-27.8	44	256	39.2	5533.0	37.884556	-75.215142	17.366666666666667
496.0	-19.4	-27.6	44	256	39.2	5539.0	37.884631	-75.214701	17.383333333333333
495.6	-19.5	-27.5	45	256	39.3	5544.0	37.884705	-75.21426	17.4
495.3	-19.5	-27.4	46	256	39.3	5550.0	37.884780	-75.213819	17.416666666666668
494.9	-19.5	-27.3	46	257	39.4	5556.0	37.884855	-75.213379	17.433333333333334
494.5	-19.6	-27.2	47	257	39.4	5561.0	37.884929	-75.212938	17.45
494.1	-19.6	-27.0	48	257	39.5	5567.0	37.885004	-75.212497	17.466666666666665
493.7	-19.6	-26.9	49	257	39.5	5573.0	37.885078	-75.212056	17.483333333333334
493.4	-19.7	-26.8	50	257	39.6	5578.0	37.885153	-75.211615	17.5
493.0	-19.7	-26.7	50	258	39.7	5584.0	37.885227	-75.211174	17.516666666666666
492.6	-19.7	-26.5	51	258	39.8	5590.0	37.885302	-75.210734	17.533333333333335
492.2	-19.8	-26.5	52	258	39.9	5596.0	37.885376	-75.210293	17.55
491.9	-19.8	-26.4	52	258	40.0	5601.0	37.885451	-75.209852	17.566666666666666
491.5	-19.8	-26.3	53	258	40.1	5607.0	37.885525	-75.209411	17.583333333333332
491.1	-19.9	-26.3	53	258	40.2	5613.0	37.885600	-75.20897	17.6
490.7	-19.9	-26.3	53	259	40.3	5618.0	37.885674	-75.208529	17.616666666666667
490.4	-19.9	-26.2	54	259	40.4	5624.0	37.885749	-75.208089	17.633333333333333
490.0	-20.0	-26.2	54	259	40.6	5629.0	37.885809	-75.207616	17.65
489.7	-20.0	-26.2	55	259	40.7	5635.0	37.885866	-75.207137	17.666666666666668
489.3	-20.1	-26.2	55	259	40.8	5640.0	37.885923	-75.206657	17.683333333333334
488.9	-20.1	-26.2	55	259	40.9	5646.0	37.885979	-75.206178	17.7
488.6	-20.1	-26.2	55	260	41.0	5651.0	37.886036	-75.205699	17.716666666666665
488.2	-20.2	-26.2	55	260	41.1	5657.0	37.886093	-75.20522	17.733333333333334
487.9	-20.2	-26.2	55	260	41.2	5662.0	37.886150	-75.204741	17.75
487.5	-20.3	-26.2	56	260	41.4	5667.0	37.886207	-75.204262	17.766666666666666
487.1	-20.3	-26.3	56	260	41.5	5673.0	37.886264	-75.203783	17.783333333333335
486.8	-20.4	-26.3	56	260	41.6	5678.0	37.886321	-75.203304	17.8
486.4	-20.4	-26.3	56	261	41.7	5684.0	37.886378	-75.202825	17.816666666666666
486.1	-20.5	-26.3	56	261	41.8	5689.0	37.886435	-75.202346	17.833333333333332
485.7	-20.5	-26.3	56	261	41.9	5694.0	37.886492	-75.201867	17.85
485.4	-20.5	-26.4	56	261	41.9	5700.0	37.886549	-75.201387	17.866666666666667
485.0	-20.6	-26.4	56	261	42.0	5705.0	37.886606	-75.200908	17.883333333333333
484.7	-20.6	-26.5	56	261	42.0	5711.0	37.886663	-75.200429	17.9
484.3	-20.7	-26.6	56	261	42.1	5716.0	37.886720	-75.19995	17.916666666666668
484.0	-20.7	-26.7	55	261	42.2	5722.0	37.886777	-75.199471	17.933333333333334
483.6	-20.8	-26.7	55	261	42.2	5727.0	37.886833	-75.198992	17.95
483.2	-20.8	-26.8	55	261	42.3	5732.0	37.886890	-75.198513	17.966666666666665
482.9	-20.8	-26.8	55	261	42.3	5738.0	37.886947	-75.198034	17.983333333333334
482.5	-20.9	-26.9	55	261	42.4	5743.0	37.887004	-75.197555	18.0
482.2	-20.9	-26.9	55	261	42.4	5749.0	37.887061	-75.197076	18.016666666666666
481.8	-20.9	-27.0	55	261	42.5	5754.0	37.887118	-75.196597	18.033333333333335
481.5	-21.0	-27.0	55	261	42.5	5759.0	37.887175	-75.196117	18.05
481.1	-21.0	-27.0	55	261	42.6	5765.0	37.887232	-75.195638	18.066666666666666
480.8	-21.0	-27.0	55	261	42.7	5770.0	37.887289	-75.195159	18.083333333333332
480.4	-21.0	-27.1	55	261	42.7	5776.0	37.887346	-75.19468	18.1
480.1	-21.1	-27.1	55	261	42.8	5781.0	37.887403	-75.194201	18.116666666666667
479.7	-21.1	-27.1	55	261	42.8	5787.0	37.887460	-75.193722	18.133333333333333
479.4	-21.1	-27.1	56	262	42.9	5792.0	37.887517	-75.193243	18.15
479.0	-21.2	-27.1	56	262	42.9	5797.0	37.887577	-75.192746	18.166666666666668
478.6	-21.2	-27.1	56	262	43.1	5803.0	37.887640	-75.19224	18.183333333333334
478.3	-21.3	-27.2	56	262	43.2	5809.0	37.887702	-75.191734	18.2
477.9	-21.3	-27.2	55	261	43.3	5814.0	37.887765	-75.191228	18.216666666666665
477.6	-21.3	-27.3	55	261	43.4	5820.0	37.887827	-75.190722	18.233333333333334
477.2	-21.4	-27.4	55	261	43.5	5826.0	37.887890	-75.190216	18.25
476.8	-21.4	-27.5	55	261	43.7	5831.0	37.887952	-75.18971	18.266666666666666
476.5	-21.4	-27.6	54	261	43.8	5837.0	37.888015	-75.189205	18.283333333333335
476.1	-21.5	-27.6	54	261	43.9	5842.0	37.888077	-75.188699	18.3
475.8	-21.5	-27.7	54	261	44.0	5848.0	37.888140	-75.188193	18.316666666666666
475.4	-21.6	-27.8	54	261	44.1	5854.0	37.888202	-75.187687	18.333333333333332
475.0	-21.6	-27.8	54	261	44.3	5859.0	37.888265	-75.187181	18.35
474.7	-21.6	-27.9	54	261	44.4	5865.0	37.888327	-75.186675	18.366666666666667
474.3	-21.7	-27.9	54	261	44.5	5870.0	37.888390	-75.186169	18.383333333333333
474.0	-21.7	-27.9	54	261	44.6	5876.0	37.888452	-75.185664	18.4
473.6	-21.8	-28.0	54	261	44.8	5882.0	37.888515	-75.185158	18.416666666666668
473.2	-21.8	-28.0	54	261	44.9	5887.0	37.888577	-75.184652	18.433333333333334
472.9	-21.9	-28.0	54	261	45.0	5893.0	37.888640	-75.184146	18.45
472.5	-21.9	-28.0	54	261	45.1	5898.0	37.888702	-75.18364	18.466666666666665
472.2	-22.0	-28.0	55	261	45.2	5904.0	37.888765	-75.183134	18.483333333333334
471.8	-22.0	-28.0	55	261	45.4	5910.0	37.888827	-75.182628	18.5
471.4	-22.0	-28.0	55	261	45.5	5915.0	37.888889	-75.182122	18.516666666666666
471.1	-22.1	-28.0	55	261	45.6	5921.0	37.888952	-75.181617	18.533333333333335
470.7	-22.1	-28.0	56	261	45.7	5926.0	37.889014	-75.181111	18.55
470.4	-22.2	-28.0	56	261	45.9	5932.0	37.889077	-75.180605	18.566666666666666
470.0	-22.2	-28.0	56	261	46.0	5938.0	37.889139	-75.180099	18.583333333333332
469.7	-22.3	-28.0	56	261	46.1	5943.0	37.889202	-75.179593	18.6
469.3	-22.3	-28.1	56	261	46.3	5949.0	37.889264	-75.179087	18.616666666666667
468.9	-22.4	-28.1	57	262	46.4	5954.0	37.889327	-75.178581	18.633333333333333
468.6	-22.4	-28.1	57	262	46.5	5960.0	37.889389	-75.178076	18.65
468.2	-22.5	-28.1	57	262	46.7	5966.0	37.889446	-75.17753	18.666666666666668
467.8	-22.5	-28.1	57	262	46.8	5972.0	37.889502	-75.176981	18.683333333333334
467.5	-22.6	-28.2	57	262	46.9	5978.0	37.889559	-75.176433	18.7
467.1	-22.6	-28.2	57	262	47.1	5984.0	37.889615	-75.175885	18.716666666666665
466.7	-22.7	-28.2	57	262	47.2	5989.0	37.889672	-75.175337	18.733333333333334
466.3	-22.7	-28.2	58	262	47.3	5995.0	37.889728	-75.174788	18.75
466.0	-22.7	-28.2	58	262	47.4	6001.0	37.889785	-75.17424	18.766666666666666
465.6	-22.8	-28.2	58	262	47.6	6007.0	37.889841	-75.173692	18.783333333333335
465.2	-22.8	-28.2	58	262	47.7	6013.0	37.889898	-75.173144	18.8
464.9	-22.9	-28.2	58	262	47.8	6019.0	37.889954	-75.172595	18.816666666666666
464.5	-22.9	-28.3	58	262	48.0	6025.0	37.890010	-75.172047	18.833333333333332
464.1	-23.0	-28.3	59	262	48.0	6030.0	37.890067	-75.171499	18.85
463.8	-23.0	-28.3	59	262	48.0	6036.0	37.890123	-75.170951	18.866666666666667
463.4	-23.0	-28.4	58	262	48.0	6042.0	37.890180	-75.170403	18.883333333333333
463.0	-23.1	-28.4	58	262	48.0	6048.0	37.890236	-75.169854	18.9
462.6	-23.1	-28.5	58	262	48.0	6054.0	37.890293	-75.169306	18.916666666666668
462.3	-23.2	-28.6	58	262	48.0	6060.0	37.890349	-75.168758	18.933333333333334
461.9	-23.2	-28.6	58	262	48.0	6066.0	37.890405	-75.16821	18.95
461.5	-23.2	-28.7	58	262	48.0	6072.0	37.890462	-75.167661	18.966666666666665
461.2	-23.3	-28.8	58	262	48.0	6077.0	37.890518	-75.167113	18.983333333333334
460.8	-23.3	-28.8	57	262	48.0	6083.0	37.890575	-75.166565	19.0
460.4	-23.4	-28.9	57	262	48.0	6089.0	37.890631	-75.166017	19.016666666666666
460.1	-23.4	-28.9	57	262	48.0	6095.0	37.890688	-75.165468	19.033333333333335
459.7	-23.5	-29.0	57	262	48.0	6101.0	37.890744	-75.16492	19.05
459.3	-23.5	-29.0	57	262	48.0	6107.0	37.890801	-75.164372	19.066666666666666
459.0	-23.5	-29.1	57	262	48.0	6113.0	37.890857	-75.163824	19.083333333333332
458.6	-23.6	-29.1	57	262	48.0	6118.0	37.890913	-75.163276	19.1
458.2	-23.6	-29.2	57	262	48.0	6124.0	37.890970	-75.162727	19.116666666666667
457.9	-23.7	-29.2	57	262	48.0	6130.0	37.891026	-75.162179	19.133333333333333
457.5	-23.7	-29.2	57	262	48.0	6136.0	37.891083	-75.161631	19.15
457.1	-23.7	-29.2	57	262	48.0	6142.0	37.891136	-75.161069	19.166666666666668
456.8	-23.8	-29.2	58	262	48.1	6148.0	37.891186	-75.160488	19.183333333333334
456.4	-23.8	-29.2	58	262	48.3	6153.0	37.891236	-75.159906	19.2
456.1	-23.8	-29.2	58	262	48.4	6159.0	37.891285	-75.159324	19.216666666666665
455.7	-23.9	-29.2	58	262	48.6	6165.0	37.891335	-75.158743	19.233333333333334
455.3	-23.9	-29.3	58	262	48.7	6170.0	37.891384	-75.158161	19.25
455.0	-23.9	-29.3	58	262	48.9	6176.0	37.891434	-75.15758	19.266666666666666
454.6	-24.0	-29.3	58	262	49.0	6182.0	37.891483	-75.156998	19.283333333333335
454.3	-24.0	-29.3	59	262	49.2	6188.0	37.891533	-75.156416	19.3
453.9	-24.0	-29.3	59	262	49.3	6193.0	37.891583	-75.155835	19.316666666666666
453.6	-24.1	-29.3	59	262	49.5	6199.0	37.891632	-75.155253	19.333333333333332
453.2	-24.1	-29.4	59	262	49.6	6205.0	37.891682	-75.154672	19.35
452.9	-24.1	-29.4	59	262	49.8	6210.0	37.891731	-75.15409	19.366666666666667
452.5	-24.2	-29.4	59	262	49.9	6216.0	37.891781	-75.153509	19.383333333333333
452.2	-24.2	-29.5	58	263	50.1	6222.0	37.891830	-75.152927	19.4
451.8	-24.2	-29.5	58	263	50.3	6228.0	37.891880	-75.152345	19.416666666666668
451.4	-24.3	-29.6	58	263	50.4	6233.0	37.891930	-75.151764	19.433333333333334
451.1	-24.3	-29.6	58	263	50.6	6239.0	37.891979	-75.151182	19.45
450.7	-24.3	-29.7	58	263	50.7	6245.0	37.892029	-75.150601	19.466666666666665
450.4	-24.4	-29.8	58	263	50.9	6250.0	37.892078	-75.150019	19.483333333333334
450.0	-24.4	-29.9	57	263	51.0	6256.0	37.892128	-75.149438	19.5
449.7	-24.5	-29.9	57	263	51.1	6262.0	37.892177	-75.148856	19.516666666666666
449.3	-24.5	-29.9	58	263	51.1	6268.0	37.892227	-75.148274	19.533333333333335
449.0	-24.6	-30.0	58	263	51.1	6273.0	37.892277	-75.147693	19.55
448.6	-24.6	-30.0	58	263	51.2	6279.0	37.892326	-75.147111	19.566666666666666
448.3	-24.7	-30.0	58	263	51.2	6285.0	37.892376	-75.14653	19.583333333333332
447.9	-24.7	-30.0	58	263	51.3	6291.0	37.892425	-75.145948	19.6
447.6	-24.8	-30.0	59	263	51.3	6296.0	37.892475	-75.145367	19.616666666666667
447.2	-24.8	-30.0	59	263	51.3	6302.0	37.892524	-75.144785	19.633333333333333
446.9	-24.8	-30.0	59	263	51.4	6308.0	37.892574	-75.144203	19.65
446.5	-24.9	-30.0	59	263	51.4	6313.0	37.892625	-75.143622	19.666666666666668
446.2	-24.9	-30.0	60	263	51.5	6319.0	37.892696	-75.143043	19.683333333333334
445.8	-24.9	-30.0	60	263	51.5	6325.0	37.892766	-75.142463	19.7
445.5	-25.0	-30.0	60	263	51.5	6331.0	37.892837	-75.141884	19.716666666666665
445.1	-25.0	-30.0	60	263	51.6	6337.0	37.892907	-75.141305	19.733333333333334
444.8	-25.0	-30.0	60	263	51.6	6342.0	37.892978	-75.140725	19.75
444.4	-25.0	-30.1	60	263	51.6	6348.0	37.893049	-75.140146	19.766666666666666
444.0	-25.1	-30.2	59	263	51.7	6354.0	37.893119	-75.139566	19.783333333333335
443.7	-25.1	-30.3	59	263	51.7	6360.0	37.893190	-75.138987	19.8
443.3	-25.1	-30.5	58	263	51.8	6366.0	37.893261	-75.138408	19.816666666666666
443.0	-25.1	-30.7	57	263	51.8	6371.0	37.893331	-75.137828	19.833333333333332
442.6	-25.1	-30.9	56	263	51.8	6377.0	37.893402	-75.137249	19.85
442.3	-25.2	-31.1	55	263	51.7	6383.0	37.893473	-75.13667	19.866666666666667
441.9	-25.2	-31.3	54	263	51.7	6389.0	37.893543	-75.13609	19.883333333333333
441.6	-25.2	-31.4	53	263	51.6	6395.0	37.893614	-75.135511	19.9
441.2	-25.2	-31.7	52	262	51.6	6400.0	37.893685	-75.134932	19.916666666666668
440.9	-25.2	-31.9	51	262	51.6	6406.0	37.893755	-75.134352	19.933333333333334
440.5	-25.3	-32.1	50	262	51.5	6412.0	37.893826	-75.133773	19.95
440.2	-25.3	-32.3	49	262	51.5	6418.0	37.893897	-75.133193	19.966666666666665
439.8	-25.3	-32.5	47	262	51.4	6424.0	37.893967	-75.132614	19.983333333333334
439.5	-25.3	-32.7	47	262	51.4	6429.0	37.894038	-75.132035	20.0
439.1	-25.4	-32.9	46	262	51.3	6435.0	37.894108	-75.131455	20.016666666666666
438.8	-25.4	-33.1	45	262	51.3	6441.0	37.894179	-75.130876	20.033333333333335
438.4	-25.4	-33.2	45	262	51.3	6447.0	37.894250	-75.130297	20.05
438.1	-25.5	-33.3	44	262	51.2	6453.0	37.894320	-75.129717	20.066666666666666
437.7	-25.5	-33.5	44	262	51.2	6458.0	37.894391	-75.129138	20.083333333333332
437.4	-25.5	-33.6	43	261	51.1	6464.0	37.894462	-75.128559	20.1
437.0	-25.6	-33.8	43	261	51.1	6470.0	37.894532	-75.127979	20.116666666666667
436.7	-25.6	-33.9	42	261	51.1	6476.0	37.894603	-75.1274	20.133333333333333
436.3	-25.7	-34.1	42	261	51.0	6482.0	37.894674	-75.126821	20.15
436.0	-25.8	-34.3	41	261	51.0	6487.0	37.894744	-75.126241	20.166666666666668
435.6	-25.8	-34.4	41	261	51.1	6493.0	37.894821	-75.125659	20.183333333333334
435.3	-25.9	-34.6	40	261	51.2	6499.0	37.894909	-75.125071	20.2
434.9	-25.9	-34.8	40	261	51.3	6506.0	37.894997	-75.124484	20.216666666666665
434.5	-26.0	-34.9	39	261	51.4	6512.0	37.895084	-75.123897	20.233333333333334
434.2	-26.0	-35.1	39	261	51.6	6518.0	37.895172	-75.123309	20.25
433.8	-26.1	-35.3	38	261	51.7	6524.0	37.895260	-75.122722	20.266666666666666
433.4	-26.1	-35.5	37	261	51.8	6530.0	37.895347	-75.122135	20.283333333333335
433.1	-26.2	-35.7	37	261	51.9	6536.0	37.895435	-75.121547	20.3
432.7	-26.2	-35.8	37	261	52.0	6542.0	37.895523	-75.12096	20.316666666666666
432.3	-26.3	-36.0	36	261	52.1	6549.0	37.895610	-75.120372	20.333333333333332
432.0	-26.3	-36.2	36	261	52.3	6555.0	37.895698	-75.119785	20.35
431.6	-26.4	-36.4	35	261	52.4	6561.0	37.895786	-75.119198	20.366666666666667
431.2	-26.4	-36.5	35	261	52.5	6567.0	37.895873	-75.11861	20.383333333333333
430.9	-26.5	-36.6	34	261	52.6	6573.0	37.895961	-75.118023	20.4
430.5	-26.5	-36.8	34	260	52.7	6579.0	37.896049	-75.117435	20.416666666666668
430.1	-26.6	-36.9	34	260	52.8	6586.0	37.896136	-75.116848	20.433333333333334
429.8	-26.6	-36.9	34	260	53.0	6592.0	37.896224	-75.116261	20.45
429.4	-26.7	-37.0	34	260	53.1	6598.0	37.896312	-75.115673	20.466666666666665
429.0	-26.7	-37.1	33	260	53.2	6604.0	37.896399	-75.115086	20.483333333333334
428.7	-26.8	-37.2	33	260	53.3	6610.0	37.896487	-75.114499	20.5
428.3	-26.8	-37.2	33	260	53.2	6616.0	37.896575	-75.113911	20.516666666666666
427.9	-26.9	-37.3	33	260	53.2	6622.0	37.896662	-75.113324	20.533333333333335
427.6	-26.9	-37.3	33	260	53.1	6629.0	37.896750	-75.112736	20.55
427.2	-26.9	-37.4	33	260	53.0	6635.0	37.896838	-75.112149	20.566666666666666
426.8	-27.0	-37.4	33	260	53.0	6641.0	37.896925	-75.111562	20.583333333333332
426.5	-27.0	-37.4	33	259	52.9	6647.0	37.897013	-75.110974	20.6
426.1	-27.1	-37.5	33	259	52.8	6653.0	37.897101	-75.110387	20.616666666666667
425.8	-27.1	-37.5	33	259	52.8	6659.0	37.897188	-75.1098	20.633333333333333
425.4	-27.1	-37.6	33	259	52.7	6665.0	37.897276	-75.109212	20.65
425.0	-27.2	-37.6	33	259	52.6	6672.0	37.897364	-75.108625	20.666666666666668
424.7	-27.2	-37.7	33	259	52.6	6678.0	37.897455	-75.108038	20.683333333333334
424.3	-27.3	-37.8	33	259	52.5	6683.0	37.897554	-75.107452	20.7
424.0	-27.3	-37.8	33	258	52.4	6689.0	37.897652	-75.106866	20.716666666666665
423.7	-27.4	-37.9	33	258	52.4	6695.0	37.897750	-75.106281	20.733333333333334
423.3	-27.4	-37.9	33	258	52.3	6701.0	37.897849	-75.105695	20.75
423.0	-27.5	-37.9	33	258	52.3	6707.0	37.897947	-75.105109	20.766666666666666
422.6	-27.5	-38.0	33	258	52.2	6713.0	37.898045	-75.104523	20.783333333333335
422.3	-27.6	-38.1	33	258	52.1	6718.0	37.898143	-75.103938	20.8
421.9	-27.6	-38.2	32	258	52.1	6724.0	37.898242	-75.103352	20.816666666666666
421.6	-27.7	-38.3	32	257	52.0	6730.0	37.898340	-75.102766	20.833333333333332
421.3	-27.7	-38.4	32	257	52.1	6736.0	37.898438	-75.10218	20.85
420.9	-27.7	-38.5	32	257	52.1	6742.0	37.898536	-75.101595	20.866666666666667
420.6	-27.8	-38.5	32	258	52.2	6748.0	37.898635	-75.101009	20.883333333333333
420.2	-27.8	-38.6	32	258	52.2	6753.0	37.898733	-75.100423	20.9
419.9	-27.9	-38.6	32	258	52.3	6759.0	37.898831	-75.099837	20.916666666666668
419.6	-27.9	-38.7	32	258	52.3	6765.0	37.898930	-75.099252	20.933333333333334
419.2	-28.0	-38.7	32	258	52.4	6771.0	37.899028	-75.098666	20.95
418.9	-28.0	-38.8	32	258	52.5	6777.0	37.899126	-75.09808	20.966666666666665
418.5	-28.1	-38.8	32	258	52.5	6783.0	37.899224	-75.097494	20.983333333333334
418.2	-28.1	-38.8	32	258	52.6	6788.0	37.899323	-75.096908	21.0
417.9	-28.2	-38.9	32	258	52.6	6794.0	37.899421	-75.096323	21.016666666666666
417.5	-28.2	-39.0	32	258	52.7	6800.0	37.899519	-75.095737	21.033333333333335
417.2	-28.3	-39.0	32	258	52.7	6806.0	37.899617	-75.095151	21.05
416.9	-28.3	-39.0	32	258	52.8	6812.0	37.899716	-75.094565	21.066666666666666
416.5	-28.4	-38.9	32	258	52.8	6818.0	37.899814	-75.09398	21.083333333333332
416.2	-28.4	-38.9	33	258	52.9	6823.0	37.899912	-75.093394	21.1
415.8	-28.5	-38.8	33	258	53.0	6829.0	37.900011	-75.092808	21.116666666666667
415.5	-28.5	-38.7	33	258	53.0	6835.0	37.900109	-75.092222	21.133333333333333
415.2	-28.6	-38.7	34	258	53.1	6841.0	37.900207	-75.091637	21.15
414.8	-28.6	-38.6	34	258	53.1	6847.0	37.900305	-75.091051	21.166666666666668
414.5	-28.7	-38.6	34	258	53.1	6852.0	37.900402	-75.090462	21.183333333333334
414.2	-28.7	-38.6	35	258	53.2	6858.0	37.900495	-75.089869	21.2
413.8	-28.8	-38.7	35	258	53.2	6864.0	37.900589	-75.089276	21.216666666666665
413.5	-28.8	-38.7	35	258	53.2	6870.0	37.900683	-75.088683	21.233333333333334
413.2	-28.9	-38.8	34	258	53.2	6876.0	37.900777	-75.088091	21.25
412.8	-28.9	-38.8	34	258	53.2	6881.0	37.900870	-75.087498	21.266666666666666
412.5	-28.9	-38.9	34	258	53.2	6887.0	37.900964	-75.086905	21.283333333333335
412.2	-29.0	-38.9	34	258	53.2	6893.0	37.901058	-75.086312	21.3
411.8	-29.0	-39.0	34	258	53.2	6899.0	37.901152	-75.085719	21.316666666666666
411.5	-29.1	-39.1	34	258	53.2	6905.0	37.901245	-75.085126	21.333333333333332
411.2	-29.2	-39.2	34	258	53.3	6910.0	37.901339	-75.084533	21.35
410.8	-29.2	-39.3	34	258	53.3	6916.0	37.901433	-75.08394	21.366666666666667
410.5	-29.3	-39.4	33	258	53.3	6922.0	37.901526	-75.083347	21.383333333333333
410.2	-29.3	-39.5	33	258	53.3	6928.0	37.901620	-75.082754	21.4
